video_file	gloss
63190	new
63190	none
63190	none
63190	office
63190	office
63190	office
63190	office
63190	order
63190	order
63190	order
63190	pants
63190	pants
63190	pants
63190	party
63190	party
63190	party
63190	pencil
63190	pencil
63190	pencil
63190	pencil
63190	plan
63190	plan
63190	plan
63190	plan
63190	plan
63190	please
63190	please
63190	practice
63190	practice
63190	practice
63190	practice
63190	practice
63190	practice
63190	president
63190	president
63190	president
63190	restaurant
63190	restaurant
63190	restaurant
63190	ride
63190	ride
63190	ride
63190	ride
63190	ride
63190	russia
63190	russia
63190	russia
63190	russia
63190	russia
63190	russia
63190	russia
63190	salt
63190	salt
63190	salt
63190	sandwich
63190	sandwich
63190	sandwich
63190	sign
63190	sign
63190	sign
63190	sign
63190	sign
63190	since
63190	since
63190	since
63190	since
63190	since
63190	since
63190	small
63190	small
63190	small
63190	some
63190	some
63190	some
63190	south
63190	south
63190	student
63190	student
63190	student
63190	teach
63190	teach
63190	teach
63190	teach
63190	teach
63190	teach
63190	theory
63190	theory
63190	tomato
63190	tomato
63190	tomato
63190	tomato
63190	tomato
63190	tomato
63190	train
63190	train
63190	train
63190	train
63190	ugly
63190	ugly
63190	ugly
63190	ugly
63190	ugly
63190	ugly
63190	war
63190	your
63190	your
63190	your
63190	your
63190	always
63190	always
63190	animal
63190	animal
63190	animal
63190	animal
63190	argue
63190	argue
63190	argue
63190	baby
63190	baby
63190	baby
63190	baby
63190	baby
63190	back
63190	back
63190	back
63190	bake
63190	bake
63190	bake
63190	bake
63190	bath
63190	bath
63190	behind
63190	behind
63190	behind
63190	bring
63190	bring
63190	bring
63190	bring
63190	bring
63190	bring
63190	catch
63190	catch
63190	catch
63190	cereal
63190	champion
63190	champion
63190	champion
63190	champion
63190	cheese
63190	cheese
63190	cough
63190	cough
63190	cough
63190	crazy
63190	crazy
63190	delay
63190	delay
63190	delay
63190	delay
63190	delay
63190	delay
63190	delay
63190	delay
63190	delicious
63190	delicious
63190	delicious
63190	disappear
63190	disappear
63190	draw
63190	draw
63190	east
63190	east
63190	easy
63190	easy
63190	easy
63190	egg
63190	egg
63190	egg
63190	environment
63190	environment
63190	father
63190	father
63190	fault
63190	fault
63190	fault
63190	fault
63190	flower
63190	flower
63190	friendly
63190	friendly
63190	friendly
63190	friendly
63190	glasses
63190	glasses
63190	hard
63190	hard
63190	hard
63190	hard
63190	heart
63190	heart
63190	heart
63190	heart
63190	hour
63190	hour
63190	humble
63190	humble
63190	humble
63190	humble
63190	humble
63190	hurry
63190	hurry
63190	improve
63190	improve
63190	improve
63190	improve
63190	improve
63190	internet
63190	jump
63190	jump
63190	kill
63190	kill
63190	kill
63190	kill
63190	law
63190	law
63190	match
63190	match
63190	match
63190	meat
63190	milk
63190	money
63190	month
63190	month
63190	moon
63190	moon
63190	moon
63190	moon
63190	move
63190	move
63190	move
63190	move
63190	move
63190	move
63190	move
63190	near
63190	near
63190	near
63190	near
63190	near
63190	near
63190	nephew
63190	niece
63190	noon
63190	nurse
63190	nurse
63190	nurse
63190	nurse
63190	nurse
63190	off
63190	off
63190	off
63190	ok
63190	ok
63190	ok
63190	ok
63190	ok
63190	patient
63190	patient
63190	patient
63190	pay
63190	pay
63190	perspective
63190	perspective
63190	perspective
63190	potato
63190	potato
63190	potato
63190	potato
63190	potato
63190	potato
63190	sad
63190	sad
63190	sad
63190	sad
63190	sad
63190	sad
63190	saturday
63190	saturday
63190	save
63190	save
63190	save
63190	save
63190	scissors
63190	scissors
63190	secret
63190	secret
63190	secret
63190	secret
63190	shoes
63190	shoes
63190	shop
63190	shop
63190	silly
63190	silly
63190	silly
63190	silly
63190	silly
63190	silly
63190	sister
63190	sister
63190	sister
63190	sister
63190	sleep
63190	sorry
63190	sorry
63190	sorry
63190	sweet
63190	sweet
63190	sweet
63190	talk
63190	talk
63190	temperature
63190	temperature
63190	temperature
63190	temperature
63190	temperature
63190	tent
63190	tent
63190	tent
63190	thank you
63190	thank you
63190	think
63190	think
63190	think
63190	throw
63190	throw
63190	throw
63190	throw
63190	throw
63190	today
63190	today
63190	today
63190	today
63190	today
63190	today
63190	today
63190	traffic
63190	traffic
63190	understand
63190	understand
63190	understand
63190	understand
63190	use
63190	use
63190	voice
63190	voice
63190	voice
63190	vomit
63190	vomit
63190	vomit
63190	vomit
63190	vomit
63190	vomit
63190	vomit
63190	vomit
63190	vote
63190	vote
63190	vote
63190	vote
63190	vote
63190	vote
63190	wednesday
63190	wednesday
63190	wednesday
63190	west
63190	west
63190	west
63190	west
63190	wet
63190	wet
63190	when
63190	when
63190	when
63190	when
63190	when
63190	which
63190	which
63190	which
63190	win
63190	win
63190	win
63190	word
63190	word
63190	word
63190	afternoon
63190	afternoon
63190	age
63190	age
63190	age
63190	age
63190	age
63190	alone
63190	alone
63190	alone
63190	appointment
63190	appointment
63190	appointment
63190	appointment
63190	australia
63190	australia
63190	australia
63190	avoid
63190	balloon
63190	balloon
63190	balloon
63190	basement
63190	basement
63190	basement
63190	bear
63190	bear
63190	bear
63190	bear
63190	believe
63190	believe
63190	believe
63190	better
63190	better
63190	blind
63190	blind
63190	bored
63190	bored
63190	bored
63190	bored
63190	bored
63190	bowl
63190	box
63190	box
63190	box
63190	box
63190	bread
63190	bread
63190	bread
63190	bread
63190	bread
63190	cafeteria
63190	cafeteria
63190	car
63190	car
63190	chicken
63190	chicken
63190	chicken
63190	chicken
63190	child
63190	choose
63190	choose
63190	church
63190	church
63190	church
63190	church
63190	cookie
63190	cookie
63190	cup
63190	cup
63190	cut
63190	cut
63190	cut
63190	cut
63190	decorate
63190	deep
63190	deer
63190	deer
63190	deer
63190	dentist
63190	dentist
63190	dentist
63190	dentist
63190	dirty
63190	dirty
63190	dive
63190	dive
63190	dive
63190	dive
63190	dive
63190	dive
63190	dive
63190	dive
63190	down
63190	down
63190	down
63190	dry
63190	ear
63190	ear
63190	earn
63190	elephant
63190	elephant
63190	elephant
63190	elephant
63190	english
63190	english
63190	english
63190	escape
63190	expensive
63190	expensive
63190	expensive
63190	expensive
63190	explain
63190	fast
63190	fast
63190	fast
63190	fast
63190	fight
63190	fight
63190	fight
63190	fight
63190	find
63190	find
63190	find
63190	fishing
63190	floor
63190	floor
63190	fly
63190	fly
63190	follow
63190	follow
63190	follow
63190	follow
63190	follow
63190	from
63190	from
63190	from
63190	get
63190	get
63190	happen
63190	hit
63190	hit
63190	hit
63190	hit
63190	hospital
63190	hospital
63190	idea
63190	important
63190	important
63190	important
63190	important
63190	important
63190	investigate
63190	investigate
63190	investigate
63190	investigate
63190	investigate
63190	japan
63190	japan
63190	japan
63190	japan
63190	japan
63190	jealous
63190	jealous
63190	jealous
63190	jealous
63190	jealous
63190	king
63190	king
63190	king
63190	king
63190	king
63190	king
63190	kitchen
63190	kitchen
63190	large
63190	large
63190	large
63190	large
63190	last year
63190	last year
63190	lemon
63190	lemon
63190	lemon
63190	lemon
63190	lettuce
63190	marry
63190	meeting
63190	meeting
63190	meeting
63190	meeting
63190	minute
63190	minute
63190	minute
63190	mirror
63190	mirror
63190	mirror
63190	mirror
63190	mirror
63190	miss
63190	monkey
63190	morning
63190	motorcycle
63190	motorcycle
63190	motorcycle
63190	motorcycle
63190	motorcycle
63190	motorcycle
63190	necklace
63190	necklace
63190	necklace
63190	necklace
63190	necklace
63190	never
63190	night
63190	onion
63190	people
63190	people
63190	people
63190	pepper
63190	pepper
63190	pepper
63190	pepper
63190	pepper
63190	pepper
63190	phone
63190	phone
63190	phone
63190	picture
63190	picture
63190	picture
63190	picture
63190	picture
63190	plus
63190	point
63190	point
63190	point
63190	point
63190	poor
63190	possible
63190	possible
63190	possible
63190	quiet
63190	quiet
63190	quiet
63190	quiet
63190	rain
63190	rain
63190	rain
63190	rain
63190	ready
63190	ready
63190	ready
63190	ready
63190	ready
63190	ready
63190	scared
63190	science
63190	science
63190	score
63190	score
63190	score
63190	sentence
63190	sentence
63190	sentence
63190	shape
63190	shape
63190	shape
63190	shape
63190	shape
63190	sit
63190	sit
63190	sit
63190	sit
63190	slow
63190	slow
63190	slow
63190	soap
63190	soda
63190	soda
63190	speech
63190	speech
63190	speech
63190	speech
63190	speech
63190	speech
63190	star
63190	star
63190	star
63190	star
63190	stink
63190	struggle
63190	struggle
63190	struggle
63190	struggle
63190	struggle
63190	stubborn
63190	stubborn
63190	stubborn
63190	sunset
63190	sunset
63190	sunset
63190	surgery
63190	surgery
63190	surgery
63190	surgery
63190	surgery
63190	there
63190	there
63190	there
63190	tiger
63190	tiger
63190	tiger
63190	tiger
63190	tiger
63190	tiger
63190	tiger
63190	toast
63190	toast
63190	toast
63190	toast
63190	toast
63190	toast
63190	toast
63190	toast
63190	toilet
63190	toilet
63190	toilet
63190	toilet
63190	tomorrow
63190	tomorrow
63190	tomorrow
63190	tomorrow
63190	tomorrow
63190	town
63190	town
63190	town
63190	town
63190	town
63190	town
63190	transfer
63190	transfer
63190	transfer
63190	transfer
63190	tree
63190	truck
63190	truck
63190	truck
63190	truck
63190	uncle
63190	vacation
63190	vacation
63190	weather
63190	weather
63190	weather
63190	weather
63190	weather
63190	weekend
63190	weekend
63190	weekend
63190	weekend
63190	weekend
63190	weekend
63190	accept
63190	accept
63190	accept
63190	accept
63190	adult
63190	adult
63190	after
63190	after
63190	after
63190	ago
63190	ago
63190	ago
63190	ago
63190	ago
63190	allow
63190	allow
63190	allow
63190	allow
63190	america
63190	america
63190	angel
63190	answer
63190	answer
63190	answer
63190	answer
63190	answer
63190	answer
63190	any
63190	area
63190	area
63190	area
63190	area
63190	area
63190	art
63190	art
63190	art
63190	art
63190	asl
63190	asl
63190	aunt
63190	aunt
63190	aunt
63190	awkward
63190	bacon
63190	bacon
63190	bark
63190	bark
63190	bedroom
63190	bedroom
63190	bedroom
63190	bedroom
63190	bedroom
63190	beer
63190	beer
63190	belt
63190	big
63190	big
63190	bitter
63190	bitter
63190	both
63190	cake
63190	cake
63190	cake
63190	cake
63190	california
63190	california
63190	california
63190	california
63190	california
63190	california
63190	canada
63190	canada
63190	canada
63190	canada
63190	carrot
63190	carrot
63190	cause
63190	cause
63190	challenge
63190	cheap
63190	clean
63190	clean
63190	clean
63190	clean
63190	clean
63190	cloud
63190	compare
63190	complex
63190	complex
63190	complex
63190	complex
63190	continue
63190	continue
63190	continue
63190	correct
63190	correct
63190	correct
63190	correct
63190	correct
63190	curse
63190	curse
63190	dead
63190	dead
63190	demand
63190	demand
63190	demand
63190	demand
63190	demand
63190	demand
63190	depend
63190	depend
63190	depend
63190	desert
63190	desert
63190	desk
63190	desk
63190	develop
63190	develop
63190	doll
63190	doll
63190	doll
63190	doll
63190	duty
63190	duty
63190	duty
63190	easter
63190	easter
63190	easter
63190	egypt
63190	egypt
63190	email
63190	email
63190	email
63190	end
63190	enter
63190	enter
63190	enter
63190	europe
63190	europe
63190	europe
63190	europe
63190	event
63190	event
63190	exchange
63190	face
63190	face
63190	face
63190	face
63190	face
63190	face
63190	face
63190	fail
63190	feed
63190	feed
63190	feed
63190	feed
63190	few
63190	few
63190	few
63190	few
63190	flag
63190	flag
63190	flag
63190	flag
63190	food
63190	food
63190	for
63190	for
63190	form
63190	form
63190	form
63190	form
63190	form
63190	freeze
63190	freeze
63190	freeze
63190	freeze
63190	friday
63190	friday
63190	friday
63190	friday
63190	front
63190	god
63190	god
63190	grammar
63190	grammar
63190	grandfather
63190	grandfather
63190	grandfather
63190	great
63190	great
63190	great
63190	great
63190	great
63190	great
63190	great
63190	greece
63190	greece
63190	greece
63190	greece
63190	greece
63190	guess
63190	guitar
63190	hammer
63190	hammer
63190	hammer
63190	hammer
63190	helicopter
63190	helicopter
63190	helicopter
63190	helicopter
63190	high
63190	high
63190	history
63190	history
63190	hungry
63190	hungry
63190	hungry
63190	introduce
63190	invest
63190	invest
63190	lazy
63190	lazy
63190	lazy
63190	lazy
63190	library
63190	library
63190	library
63190	library
63190	lie
63190	lie
63190	lobster
63190	lobster
63190	lobster
63190	lobster
63190	lobster
63190	love
63190	love
63190	lucky
63190	lucky
63190	lucky
63190	lucky
63190	lucky
63190	lucky
63190	lucky
63190	magazine
63190	measure
63190	measure
63190	measure
63190	measure
63190	microwave
63190	microwave
63190	my
63190	neighbor
63190	neighbor
63190	neighbor
63190	neighbor
63190	number
63190	number
63190	number
63190	number
63190	one
63190	one
63190	one
63190	one
63190	one
63190	one
63190	outside
63190	peach
63190	peach
63190	peach
63190	pig
63190	polite
63190	polite
63190	postpone
63190	postpone
63190	postpone
63190	power
63190	power
63190	power
63190	power
63190	present
63190	price
63190	prison
63190	push
63190	raccoon
63190	raccoon
63190	raccoon
63190	raccoon
63190	raccoon
63190	really
63190	really
63190	really
63190	reason
63190	reason
63190	reason
63190	religion
63190	religion
63190	religion
63190	religion
63190	religion
63190	respect
63190	respect
63190	respect
63190	respect
63190	respect
63190	rule
63190	rule
63190	rule
63190	rule
63190	salad
63190	salad
63190	schedule
63190	schedule
63190	sell
63190	sell
63190	sell
63190	serious
63190	shower
63190	shower
63190	smart
63190	smart
63190	smart
63190	smart
63190	smart
63190	smile
63190	soft
63190	soft
63190	soft
63190	soft
63190	sound
63190	sound
63190	soup
63190	soup
63190	spain
63190	spray
63190	spray
63190	squirrel
63190	stomach
63190	story
63190	story
63190	strange
63190	strange
63190	strange
63190	strict
63190	strict
63190	strict
63190	strict
63190	strong
63190	strong
63190	strong
63190	strong
63190	sugar
63190	sugar
63190	sugar
63190	sugar
63190	sugar
63190	sugar
63190	summer
63190	sweetheart
63190	sweetheart
63190	sweetheart
63190	tease
63190	that
63190	that
63190	themselves
63190	themselves
63190	themselves
63190	themselves
63190	therapy
63190	therapy
63190	thirsty
63190	thirsty
63190	thirsty
63190	thirsty
63190	thirsty
63190	ticket
63190	ticket
63190	ticket
63190	tuesday
63190	turkey
63190	turkey
63190	turkey
63190	turkey
63190	turkey
63190	until
63190	until
63190	watch
63190	watch
63190	watch
63190	watch
63190	watch
63190	watch
63190	weak
63190	weak
63190	weak
63190	weak
63190	weak
63190	wedding
63190	wedding
63190	wedding
63190	wedding
63190	will
63190	will
63190	will
63190	wind
63190	wind
63190	wind
63190	wind
63190	wind
63190	world
63190	world
63190	world
63190	world
63190	worry
63190	worry
63190	wow
63190	wow
63190	wow
63190	wow
63190	wow
63190	young
63190	add
63190	add
63190	add
63190	airplane
63190	airplane
63190	airplane
63190	airplane
63190	airplane
63190	airplane
63190	already
63190	already
63190	already
63190	already
63190	already
63190	also
63190	also
63190	also
63190	also
63190	analyze
63190	analyze
63190	analyze
63190	analyze
63190	analyze
63190	angry
63190	angry
63190	angry
63190	appear
63190	appear
63190	appear
63190	arm
63190	arm
63190	arm
63190	army
63190	arrest
63190	arrest
63190	arrest
63190	arrest
63190	asia
63190	asia
63190	ask
63190	ask
63190	ask
63190	attitude
63190	attitude
63190	attract
63190	attract
63190	attract
63190	bald
63190	bald
63190	bald
63190	bald
63190	bald
63190	barely
63190	barely
63190	beg
63190	benefit
63190	benefit
63190	benefit
63190	benefit
63190	bite
63190	bite
63190	bite
63190	blame
63190	blame
63190	boat
63190	boat
63190	boat
63190	boat
63190	boat
63190	body
63190	body
63190	borrow
63190	borrow
63190	boss
63190	boss
63190	boss
63190	boss
63190	boss
63190	bottle
63190	bottle
63190	bottle
63190	bottle
63190	brag
63190	brag
63190	brag
63190	build
63190	build
63190	bus
63190	butter
63190	butter
63190	butter
63190	calm
63190	calm
63190	cancel
63190	cancel
63190	cancel
63190	candle
63190	cards
63190	cards
63190	cards
63190	choice
63190	choice
63190	choice
63190	comfortable
63190	comfortable
63190	comfortable
63190	comfortable
63190	conflict
63190	cover
63190	cover
63190	cover
63190	deodorant
63190	dessert
63190	dessert
63190	dessert
63190	destroy
63190	destroy
63190	destroy
63190	destroy
63190	destroy
63190	diamond
63190	diamond
63190	diamond
63190	dollar
63190	dollar
63190	dollar
63190	dollar
63190	drawer
63190	drawer
63190	drawer
63190	drawer
63190	drawer
63190	dream
63190	dream
63190	drunk
63190	drunk
63190	drunk
63190	drunk
63190	drunk
63190	drunk
63190	duck
63190	during
63190	during
63190	eagle
63190	eagle
63190	eagle
63190	early
63190	early
63190	equal
63190	every
63190	exercise
63190	expert
63190	expert
63190	expert
63190	expert
63190	fact
63190	fact
63190	fear
63190	fear
63190	feedback
63190	feedback
63190	fold
63190	fold
63190	forest
63190	forest
63190	forest
63190	france
63190	france
63190	france
63190	frog
63190	frog
63190	frog
63190	frog
63190	funny
63190	funny
63190	garage
63190	goal
63190	goal
63190	gone
63190	gone
63190	gone
63190	gossip
63190	gossip
63190	gossip
63190	gossip
63190	grandmother
63190	grandmother
63190	grandmother
63190	grapes
63190	grapes
63190	grapes
63190	grapes
63190	grapes
63190	guilty
63190	guilty
63190	guilty
63190	guilty
63190	guilty
63190	hamburger
63190	hate
63190	hate
